WeaponName,Weight,Standard,Strike,Slash,Piercing,Magic,Fire,Lightning,Holy,BaseSwingTime
Hand_of_Malenia_Variant_157,16.16,0.0,0.0,21.02,0.0,0.0,0.0,0.0,0.0,0.91
Lightning_Perfume_Variant_158,1.01,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.53
Commander_Standard_Variant_159,11.11,20.71,0.0,0.0,4.13,0.0,0.0,0.0,0.0,1.14
Ordovis_Greatsword_Variant_160,11.58,15.3,0.0,0.0,0.0,0.0,0.0,0.0,8.61,1.22
Clayman_Harpoon_Variant_161,6.04,0.0,0.0,0.0,11.38,9.22,0.0,0.0,0.0,0.91
Longsword_Variant_162,3.73,8.44,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.74
Frenzyflame_Perfume_Variant_163,1.03,0.0,0.0,0.0,0.0,0.0,10.13,0.0,0.0,0.54
Marika_Hammer_Variant_164,10.85,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.74,1.07
Zweihander_Variant_165,14.33,22.89,0.0,0.0,3.48,0.0,0.0,0.0,0.0,1.32
Giant_Crusher_Variant_166,27.1,0.0,33.09,0.0,0.0,0.0,0.0,0.0,0.0,1.78
Beast_Claw_Variant_167,1.03,0.0,0.0,10.56,0.0,0.0,0.0,0.0,0.0,0.47
Scavenger_Curved_Sword_Variant_168,3.49,0.0,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.7
Bloodhound_Fang_Variant_169,11.5,0.0,0.0,21.21,4.02,0.0,0.0,0.0,0.0,1.19
Death_Knight_Twin_Axes_Variant_170,5.14,0.0,0.0,10.02,0.0,0.0,0.0,6.19,0.0,0.68
Claws_of_Night_Variant_171,2.1,0.0,0.0,9.1,1.99,0.0,0.0,0.0,0.0,0.45
Maliketh_Black_Blade_Variant_172,23.63,16.94,0.0,0.0,0.0,0.0,0.0,0.0,15.13,1.48
Shadow_Sunflower_Blossom_Variant_173,23.08,0.0,23.91,0.0,0.0,0.0,0.0,0.0,13.83,1.37
Milady_Variant_174,6.01,0.0,0.0,13.48,2.95,0.0,0.0,0.0,0.0,0.93
Broadsword_Variant_175,4.18,11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
Nightrider_Flail_Variant_176,6.12,0.0,17.13,0.0,0.0,0.0,0.0,0.0,0.0,0.82
Rusted_Anchor_Variant_177,13.57,0.0,0.0,0.0,24.15,0.0,0.0,0.0,0.0,1.14
Glaive_Variant_178,9.35,10.72,0.0,15.2,0.0,0.0,0.0,0.0,0.0,1.02
Hand_of_Malenia_Variant_179,15.98,0.0,0.0,20.69,0.0,0.0,0.0,0.0,0.0,0.87
Bolt_of_Gransax_Variant_180,12.89,0.0,0.0,0.0,8.79,0.0,0.0,16.12,0.0,1.12
Shadow_Sunflower_Blossom_Variant_181,19.02,0.0,22.16,0.0,0.0,0.0,0.0,0.0,13.09,1.45
Lightning_Perfume_Variant_182,0.91,0.0,0.0,0.0,0.0,0.0,0.0,10.86,0.0,0.47
Devonia_Hammer_Variant_183,23.85,0.0,24.67,0.0,0.0,0.0,0.0,0.0,14.37,1.36
Astel_Wing_Variant_184,2.29,0.0,0.0,5.94,0.0,11.45,0.0,0.0,0.0,0.6
Marais_Executioner_Sword_Variant_185,11.53,15.29,0.0,0.0,0.0,11.06,0.0,0.0,0.0,1.01
Dark_Moon_Greatsword_Variant_186,9.7,8.45,0.0,0.0,0.0,18.4,0.0,0.0,0.0,1.22
Ghiza_Wheel_Variant_187,19.78,11.74,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.38
Clayman_Harpoon_Variant_188,5.25,0.0,0.0,0.0,11.48,9.39,0.0,0.0,0.0,0.82
Astel_Wing_Variant_189,2.41,0.0,0.0,6.35,0.0,10.9,0.0,0.0,0.0,0.6
Euporia_Variant_190,9.28,0.0,7.82,0.0,0.0,0.0,0.0,0.0,14.44,1.01
Urumi_Variant_191,2.92,0.0,0.0,13.53,0.0,0.0,0.0,0.0,0.0,0.71
Claymore_Variant_192,9.48,10.25,0.0,0.0,12.16,0.0,0.0,0.0,0.0,1.1
Ghiza_Wheel_Variant_193,17.8,10.82,0.0,16.77,0.0,0.0,0.0,0.0,0.0,1.5
Bloody_Helice_Variant_194,11.83,0.0,0.0,0.0,24.56,0.0,0.0,0.0,0.0,1.2
Black_Steel_Twinblade_Variant_195,7.75,0.0,15.14,0.0,0.0,0.0,0.0,0.0,9.2,0.89
Anvil_Hammer_Variant_196,23.61,0.0,19.24,0.0,0.0,0.0,11.46,0.0,0.0,1.65
Godslayer_Greatsword_Variant_197,16.11,0.0,0.0,17.42,0.0,0.0,10.62,0.0,0.0,1.21
Nightrider_Flail_Variant_198,6.13,0.0,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.83
Nightrider_Flail_Variant_199,6.44,0.0,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.77
Cross_Naginata_Variant_200,8.73,0.0,0.0,8.13,11.18,0.0,0.0,0.0,0.0,0.94
